id,birth_year,age,cohort,gender,region,migration_bg,parent_edu,parent_isei,books_home_15,urban_origin,edu,edu_years,n_children,first_job_isei,employed,work_hours,current_isei
1251,1962,64,older,male,de,none,upper_sec,45.0,4.0,1,compulsory,8.51,1,39,1,42.2,33.0
1252,1985,41,middle,female,fr,none,upper_sec,41.0,3.0,1,compulsory,9.36,3,42,1,18.6,30.0
1253,1962,64,older,female,fr,none,compulsory,34.0,1.0,0,compulsory,8.14,1,16,1,27.9,32.0
1254,1992,34,younger,female,fr,none,compulsory,27.0,2.0,1,matura_hv,13.99,1,50,1,37.6,76.0
1255,1962,64,older,male,de,none,compulsory,,1.0,0,compulsory,8.37,1,42,1,52.8,53.0
1256,1972,54,older,male,de,first_gen,compulsory,24.0,2.0,1,compulsory,9.06,2,25,1,38.4,16.0
1257,1963,63,older,female,de,second_gen,upper_sec,39.0,,1,matura_hv,14.86,1,57,1,29.5,28.0
1258,1978,48,middle,female,de,none,tertiary,,4.0,0,tertiary,16.55,3,62,1,21.3,53.0
1259,1992,34,younger,female,fr,none,compulsory,22.0,2.0,1,vet,11.57,3,22,1,16.2,30.0
1260,1983,43,middle,other,de,second_gen,upper_sec,37.0,3.0,0,vet,12.71,1,34,1,35.8,51.0
1261,1976,50,middle,male,fr,none,upper_sec,49.0,3.0,0,vet,12.95,4,48,1,34.7,86.0
1262,1962,64,older,male,de,second_gen,compulsory,,2.0,0,compulsory,9.6,3,50,1,54.9,56.0
1263,1973,53,older,female,de,first_gen,upper_sec,61.0,3.0,1,vet,12.09,3,37,1,9.7,31.0
1264,1963,63,older,female,it,second_gen,compulsory,27.0,2.0,0,vet,11.33,1,18,1,23.8,33.0
1265,1975,51,older,female,de,none,compulsory,46.0,4.0,1,vet,12.59,3,25,1,11.7,18.0
1266,1996,30,younger,female,de,none,upper_sec,,3.0,1,tertiary,16.73,2,56,1,34.7,57.0
1267,1987,39,younger,male,de,none,tertiary,73.0,3.0,0,matura_hv,15.13,2,75,1,44.1,83.0
1268,1985,41,middle,female,de,first_gen,upper_sec,49.0,1.0,1,vet,12.28,2,38,1,30.7,36.0
1269,1966,60,older,male,fr,first_gen,upper_sec,53.0,3.0,0,vet,11.87,3,38,1,34.0,37.0
1270,1981,45,middle,male,de,none,upper_sec,35.0,5.0,1,vet,11.69,1,43,1,34.2,47.0
1271,1984,42,middle,male,fr,first_gen,tertiary,,1.0,1,matura_hv,14.99,2,40,1,31.2,34.0
1272,1963,63,older,male,de,none,compulsory,34.0,3.0,0,vet,12.25,4,23,1,35.4,19.0
1273,1994,32,younger,male,de,first_gen,upper_sec,33.0,2.0,0,vet,11.76,1,37,1,44.7,32.0
1274,1984,42,middle,female,fr,second_gen,tertiary,48.0,3.0,0,matura_hv,14.32,2,56,1,41.2,53.0
1275,1979,47,middle,male,de,none,compulsory,24.0,1.0,1,compulsory,9.44,3,45,1,42.8,35.0
1276,1989,37,younger,female,de,none,upper_sec,57.0,3.0,0,tertiary,17.02,0,50,1,38.5,58.0
1277,1995,31,younger,female,de,none,upper_sec,,1.0,0,matura_hv,14.57,2,39,1,38.3,49.0
1278,1994,32,younger,male,de,first_gen,upper_sec,32.0,3.0,1,vet,12.87,0,42,1,46.9,36.0
1279,1974,52,older,female,de,none,compulsory,34.0,1.0,1,vet,12.74,2,21,1,28.7,36.0
1280,1981,45,middle,male,de,second_gen,upper_sec,48.0,4.0,0,matura_hv,14.85,4,40,1,34.8,41.0
1281,1982,44,middle,female,de,none,upper_sec,42.0,2.0,1,tertiary,18.3,2,51,1,29.0,73.0
1282,1986,40,younger,male,fr,second_gen,compulsory,,2.0,0,vet,11.38,1,31,1,32.3,33.0
1283,1978,48,middle,male,de,none,upper_sec,43.0,2.0,0,compulsory,8.45,2,41,1,30.5,40.0
1284,1982,44,middle,female,fr,second_gen,compulsory,,1.0,1,matura_hv,14.65,0,43,1,35.5,42.0
1285,1969,57,older,female,fr,none,compulsory,59.0,2.0,0,matura_hv,14.44,1,51,1,24.7,51.0
1286,1992,34,younger,male,fr,second_gen,upper_sec,52.0,1.0,1,matura_hv,13.92,1,53,1,35.3,47.0
1287,1963,63,older,male,fr,none,compulsory,,1.0,1,vet,11.71,1,30,1,28.6,21.0
1288,1979,47,middle,female,de,none,upper_sec,,2.0,1,matura_hv,13.97,4,47,1,14.7,44.0
1289,1962,64,older,male,it,none,tertiary,67.0,5.0,1,tertiary,18.38,2,75,0,,
1290,1962,64,older,female,fr,first_gen,upper_sec,70.0,3.0,1,vet,11.16,1,65,1,28.8,28.0
1291,1972,54,older,male,de,second_gen,tertiary,79.0,5.0,1,tertiary,16.62,1,61,1,42.3,62.0
1292,1979,47,middle,female,de,second_gen,upper_sec,46.0,2.0,0,compulsory,9.29,1,31,1,36.4,26.0
1293,1969,57,older,male,de,none,upper_sec,28.0,1.0,0,compulsory,8.62,2,54,1,42.2,72.0
1294,1961,65,older,female,de,none,upper_sec,37.0,2.0,0,matura_hv,14.92,0,41,0,,
1295,1993,33,younger,female,de,first_gen,upper_sec,49.0,4.0,1,matura_hv,13.9,0,36,1,40.5,43.0
1296,1962,64,older,female,fr,none,tertiary,71.0,5.0,0,tertiary,17.26,3,71,1,16.4,46.0
1297,1988,38,younger,male,fr,second_gen,tertiary,56.0,,1,vet,12.98,0,29,1,46.2,39.0
1298,1984,42,middle,male,de,first_gen,upper_sec,19.0,2.0,0,vet,12.82,1,58,1,44.8,62.0
1299,1976,50,middle,female,de,none,compulsory,16.0,2.0,1,compulsory,8.72,2,23,0,,
1300,1961,65,older,male,de,first_gen,compulsory,,,0,matura_hv,15.29,2,35,1,29.8,37.0
1301,1996,30,younger,female,de,none,upper_sec,45.0,5.0,0,matura_hv,14.23,1,58,1,28.4,55.0
1302,1962,64,older,male,de,none,upper_sec,32.0,4.0,0,vet,12.43,3,44,1,42.0,61.0
1303,1991,35,younger,female,fr,none,tertiary,70.0,4.0,1,tertiary,17.68,2,45,0,,
1304,1978,48,middle,male,de,none,upper_sec,64.0,4.0,0,tertiary,17.24,0,52,1,39.1,51.0
1305,1984,42,middle,male,it,none,tertiary,90.0,5.0,1,tertiary,17.93,2,63,1,45.5,78.0
1306,1973,53,older,male,de,second_gen,tertiary,,5.0,1,tertiary,17.54,1,55,1,41.9,88.0
1307,1995,31,younger,male,fr,none,upper_sec,,2.0,0,tertiary,18.31,1,53,1,44.4,59.0
1308,1978,48,middle,female,de,none,upper_sec,28.0,2.0,1,matura_hv,14.99,0,35,1,46.2,49.0
1309,1987,39,younger,female,de,none,tertiary,57.0,3.0,1,vet,12.61,1,41,1,42.3,53.0
1310,1961,65,older,male,fr,none,upper_sec,60.0,3.0,0,vet,12.7,1,48,1,45.2,68.0
1311,1969,57,older,female,de,none,compulsory,31.0,3.0,0,vet,11.8,2,51,1,19.4,39.0
1312,1981,45,middle,female,de,second_gen,compulsory,,3.0,0,compulsory,9.35,0,19,1,46.0,41.0
1313,1991,35,younger,female,de,second_gen,upper_sec,30.0,4.0,0,matura_hv,13.93,0,55,1,55.1,72.0
1314,1973,53,older,male,de,second_gen,compulsory,44.0,1.0,0,tertiary,17.09,3,52,1,36.9,39.0
1315,1971,55,older,female,fr,first_gen,compulsory,,1.0,1,vet,12.03,2,34,1,24.3,28.0
1316,1977,49,middle,male,de,second_gen,upper_sec,,1.0,1,tertiary,17.39,4,54,0,,
1317,1977,49,middle,other,de,none,upper_sec,32.0,4.0,0,vet,11.51,3,41,1,52.4,39.0
1318,1971,55,older,male,de,first_gen,upper_sec,,4.0,0,compulsory,9.5,1,43,1,42.3,48.0
1319,1980,46,middle,female,de,first_gen,compulsory,,1.0,0,vet,11.79,2,45,1,31.0,23.0
1320,1990,36,younger,female,de,none,compulsory,34.0,1.0,0,vet,11.24,1,37,1,40.5,38.0
1321,1966,60,older,female,de,none,tertiary,58.0,5.0,0,tertiary,18.18,0,64,1,35.2,77.0
1322,1996,30,younger,male,fr,first_gen,tertiary,51.0,1.0,0,tertiary,17.97,0,49,1,49.5,56.0
1323,1977,49,middle,male,de,none,upper_sec,31.0,2.0,1,vet,12.17,1,41,1,40.2,35.0
1324,1982,44,middle,male,de,none,upper_sec,28.0,2.0,0,vet,11.88,1,31,1,35.4,37.0
1325,1968,58,older,female,de,second_gen,compulsory,36.0,5.0,0,vet,12.74,1,50,1,37.9,47.0
1326,1962,64,older,male,fr,none,compulsory,,2.0,0,vet,11.19,3,31,1,39.0,50.0
1327,1982,44,middle,male,de,none,upper_sec,38.0,1.0,0,matura_hv,14.73,2,56,1,47.7,54.0
1328,1979,47,middle,male,fr,second_gen,upper_sec,37.0,3.0,0,matura_hv,14.16,1,49,0,,
1329,1974,52,older,female,de,first_gen,upper_sec,35.0,,1,vet,12.86,4,52,1,14.3,40.0
1330,1993,33,younger,male,de,none,tertiary,66.0,3.0,0,tertiary,17.56,0,37,1,36.8,58.0
1331,1996,30,younger,male,fr,none,tertiary,52.0,4.0,1,tertiary,17.9,1,63,1,41.1,74.0
1332,1984,42,middle,female,de,none,upper_sec,38.0,3.0,1,tertiary,17.04,1,47,1,38.2,36.0
1333,1977,49,middle,male,de,none,tertiary,66.0,5.0,1,tertiary,18.15,4,49,0,,
1334,1994,32,younger,male,de,none,upper_sec,47.0,2.0,1,tertiary,17.27,0,55,1,33.6,56.0
1335,1961,65,older,female,de,first_gen,upper_sec,41.0,4.0,1,tertiary,18.14,2,54,1,31.5,76.0
1336,1966,60,older,male,de,first_gen,upper_sec,34.0,2.0,0,vet,11.55,3,19,1,40.4,21.0
1337,1968,58,older,male,de,first_gen,compulsory,18.0,4.0,0,compulsory,8.64,2,27,1,39.7,16.0
1338,1977,49,middle,female,de,none,tertiary,53.0,5.0,1,matura_hv,13.69,2,51,1,19.1,44.0
1339,1972,54,older,male,de,first_gen,upper_sec,,3.0,1,vet,12.61,3,46,1,41.4,21.0
1340,1970,56,older,female,fr,none,tertiary,54.0,3.0,1,matura_hv,13.81,0,42,1,37.8,52.0
1341,1963,63,older,male,de,first_gen,upper_sec,,2.0,0,vet,12.32,1,62,1,34.5,66.0
1342,1970,56,older,male,de,none,upper_sec,,1.0,1,vet,12.49,1,37,1,39.2,64.0
1343,1968,58,older,male,fr,none,compulsory,22.0,2.0,1,vet,11.93,0,23,1,35.9,19.0
1344,1986,40,younger,female,de,second_gen,tertiary,,4.0,1,tertiary,17.91,0,58,1,43.3,75.0
1345,1964,62,older,female,de,none,upper_sec,41.0,4.0,1,matura_hv,14.52,2,60,1,27.5,57.0
1346,1965,61,older,male,de,none,compulsory,33.0,4.0,0,vet,12.65,3,49,1,59.1,58.0
1347,1964,62,older,female,de,first_gen,compulsory,,,1,vet,12.05,1,42,1,29.5,34.0
1348,1983,43,middle,female,de,none,upper_sec,16.0,4.0,1,vet,11.99,4,31,1,5.4,34.0
1349,1976,50,middle,female,it,none,tertiary,65.0,5.0,1,tertiary,16.68,1,28,1,41.0,54.0
1350,1986,40,younger,male,fr,second_gen,upper_sec,,2.0,0,matura_hv,15.43,0,47,1,39.9,52.0
1351,1986,40,younger,male,fr,none,compulsory,20.0,2.0,1,compulsory,9.89,1,27,1,40.5,22.0
1352,1989,37,younger,male,de,second_gen,compulsory,20.0,2.0,1,tertiary,17.77,0,51,1,44.6,54.0
1353,1974,52,older,female,de,second_gen,tertiary,71.0,3.0,0,vet,12.31,2,49,1,33.7,67.0
1354,1976,50,middle,male,it,first_gen,tertiary,63.0,4.0,1,tertiary,18.27,2,63,1,36.2,49.0
1355,1962,64,older,male,fr,none,tertiary,73.0,5.0,1,tertiary,17.0,2,58,1,38.6,66.0
1356,1992,34,younger,male,de,none,upper_sec,17.0,3.0,0,vet,12.01,1,21,1,48.3,28.0
1357,1987,39,younger,female,de,first_gen,upper_sec,,2.0,0,vet,12.47,0,30,1,23.1,16.0
1358,1962,64,older,female,de,second_gen,compulsory,16.0,1.0,1,compulsory,9.04,3,42,1,17.6,41.0
1359,1995,31,younger,female,fr,none,tertiary,68.0,2.0,1,tertiary,17.28,0,44,1,36.4,70.0
1360,1994,32,younger,male,de,second_gen,upper_sec,63.0,4.0,1,tertiary,16.73,2,44,1,52.2,73.0
1361,1986,40,younger,male,de,first_gen,compulsory,,1.0,1,compulsory,9.0,0,18,1,42.4,24.0
1362,1984,42,middle,male,de,none,tertiary,62.0,5.0,1,tertiary,17.64,3,47,1,36.8,80.0
1363,1970,56,older,male,de,none,upper_sec,30.0,2.0,0,vet,11.12,2,32,1,33.6,37.0
1364,1986,40,younger,female,fr,none,upper_sec,,3.0,0,matura_hv,14.5,0,69,1,46.8,65.0
1365,1965,61,older,male,it,first_gen,compulsory,,1.0,1,compulsory,9.92,2,24,1,39.7,39.0
1366,1985,41,middle,female,it,second_gen,tertiary,59.0,3.0,0,tertiary,18.4,1,48,1,32.6,47.0
1367,1991,35,younger,female,de,second_gen,compulsory,,3.0,0,vet,11.76,1,18,1,34.2,16.0
1368,1987,39,younger,male,de,first_gen,upper_sec,,1.0,0,vet,12.9,1,51,1,40.0,54.0
1369,1967,59,older,female,fr,none,compulsory,29.0,1.0,1,vet,11.58,3,32,1,10.8,32.0
1370,1971,55,older,male,fr,second_gen,tertiary,75.0,5.0,0,tertiary,17.86,1,47,1,44.4,69.0
1371,1983,43,middle,female,fr,none,upper_sec,39.0,3.0,0,matura_hv,13.87,1,35,1,24.4,45.0
1372,1969,57,older,female,de,first_gen,compulsory,27.0,3.0,1,compulsory,9.17,4,47,1,12.2,22.0
1373,1967,59,older,male,de,none,upper_sec,,1.0,0,vet,12.02,2,52,1,43.7,77.0
1374,1967,59,older,female,de,first_gen,compulsory,16.0,1.0,0,tertiary,18.44,1,70,1,42.8,72.0
1375,1992,34,younger,male,fr,none,upper_sec,62.0,3.0,0,vet,11.77,0,55,1,54.2,65.0
1376,1978,48,middle,female,fr,first_gen,upper_sec,17.0,1.0,0,compulsory,8.14,4,45,1,27.3,32.0
1377,1995,31,younger,male,de,none,tertiary,48.0,2.0,0,tertiary,18.17,1,49,1,41.6,59.0
1378,1969,57,older,female,de,none,compulsory,16.0,1.0,1,compulsory,9.03,0,18,1,51.2,16.0
1379,1979,47,middle,male,de,second_gen,tertiary,60.0,3.0,1,matura_hv,14.34,2,50,1,33.0,54.0
1380,1969,57,older,female,de,none,compulsory,33.0,3.0,0,compulsory,9.78,1,28,1,41.7,16.0
1381,1983,43,middle,female,de,none,tertiary,27.0,2.0,0,matura_hv,14.08,0,42,1,38.0,74.0
1382,1986,40,younger,female,it,none,tertiary,46.0,,1,matura_hv,14.15,1,40,0,,
1383,1986,40,younger,female,de,none,tertiary,86.0,5.0,1,tertiary,17.05,0,63,1,30.6,67.0
1384,1979,47,middle,male,it,none,upper_sec,44.0,4.0,0,matura_hv,13.59,0,58,1,43.5,74.0
1385,1973,53,older,male,de,none,tertiary,64.0,4.0,0,tertiary,18.41,1,72,1,45.5,90.0
1386,1987,39,younger,male,de,none,tertiary,61.0,5.0,1,matura_hv,14.26,2,51,1,35.3,63.0
1387,1976,50,middle,male,de,second_gen,tertiary,57.0,3.0,1,tertiary,17.39,0,60,1,45.4,54.0
1388,1994,32,younger,female,de,none,upper_sec,30.0,3.0,0,tertiary,16.92,0,62,1,39.1,52.0
1389,1968,58,older,male,it,first_gen,upper_sec,47.0,5.0,0,tertiary,16.78,3,55,1,40.4,63.0
1390,1964,62,older,female,it,second_gen,upper_sec,75.0,2.0,0,vet,12.09,2,33,1,20.2,30.0
1391,1975,51,older,female,de,none,upper_sec,34.0,1.0,1,compulsory,8.38,0,33,1,36.1,29.0
1392,1991,35,younger,male,de,first_gen,tertiary,60.0,5.0,1,tertiary,17.01,1,44,1,42.9,58.0
1393,1961,65,older,female,de,first_gen,compulsory,,3.0,1,vet,11.95,2,38,1,36.3,25.0
1394,1973,53,older,female,de,none,compulsory,16.0,2.0,0,vet,11.18,0,57,1,41.3,50.0
1395,1984,42,middle,female,de,none,upper_sec,44.0,1.0,1,tertiary,17.01,1,31,1,33.1,26.0
1396,1966,60,older,male,de,none,upper_sec,49.0,3.0,0,vet,11.16,2,41,1,38.2,56.0
1397,1983,43,middle,male,fr,none,upper_sec,49.0,3.0,1,matura_hv,14.97,2,41,1,34.8,52.0
1398,1984,42,middle,male,de,none,compulsory,43.0,2.0,0,vet,11.8,0,33,1,46.2,48.0
1399,1982,44,middle,female,it,none,upper_sec,32.0,5.0,1,tertiary,17.98,3,47,1,28.7,51.0
1400,1977,49,middle,male,de,none,upper_sec,57.0,4.0,1,matura_hv,15.11,3,32,1,42.8,39.0
1401,1975,51,older,male,fr,first_gen,compulsory,38.0,2.0,0,vet,12.59,2,37,1,52.9,60.0
1402,1985,41,middle,female,de,none,tertiary,47.0,5.0,1,tertiary,17.57,1,74,1,25.4,79.0
1403,1968,58,older,female,de,none,tertiary,66.0,5.0,0,tertiary,17.35,3,47,1,30.1,58.0
1404,1982,44,middle,male,de,none,compulsory,33.0,3.0,0,vet,12.1,4,33,1,41.8,36.0
1405,1991,35,younger,female,de,none,tertiary,49.0,4.0,1,matura_hv,15.21,2,60,1,26.5,54.0
1406,1967,59,older,female,de,none,compulsory,45.0,4.0,0,tertiary,16.56,2,49,1,26.1,68.0
1407,1988,38,younger,female,fr,first_gen,tertiary,68.0,3.0,0,tertiary,18.26,2,77,1,26.9,68.0
1408,1977,49,middle,male,fr,none,upper_sec,50.0,3.0,1,tertiary,17.82,0,54,1,42.8,59.0
1409,1961,65,older,female,fr,none,upper_sec,62.0,5.0,1,matura_hv,15.37,3,36,0,,
1410,1976,50,middle,male,de,second_gen,upper_sec,29.0,1.0,0,matura_hv,14.87,0,60,1,40.1,57.0
1411,1986,40,younger,male,de,none,upper_sec,,5.0,1,matura_hv,13.71,0,48,1,50.8,35.0
1412,1988,38,younger,male,fr,none,upper_sec,37.0,3.0,1,matura_hv,13.55,1,49,0,,
1413,1967,59,older,female,fr,none,upper_sec,,2.0,1,vet,11.43,2,38,1,25.7,25.0
1414,1984,42,middle,male,fr,none,compulsory,,2.0,1,vet,11.19,0,16,1,48.4,19.0
1415,1961,65,older,female,de,none,compulsory,17.0,3.0,1,vet,12.98,4,42,1,4.0,33.0
1416,1981,45,middle,female,fr,none,upper_sec,39.0,4.0,1,vet,11.92,2,36,1,28.5,29.0
1417,1991,35,younger,other,de,first_gen,compulsory,20.0,4.0,0,compulsory,9.35,1,28,0,,
1418,1966,60,older,male,it,first_gen,compulsory,,2.0,0,vet,11.07,0,31,1,40.7,28.0
1419,1989,37,younger,male,de,first_gen,upper_sec,,2.0,1,compulsory,9.25,0,48,1,40.9,38.0
1420,1996,30,younger,female,de,none,tertiary,56.0,4.0,1,tertiary,16.81,3,52,1,30.4,67.0
1421,1979,47,middle,female,de,none,upper_sec,35.0,2.0,0,compulsory,9.81,4,43,1,13.7,23.0
1422,1987,39,younger,male,de,none,tertiary,63.0,4.0,1,vet,11.02,0,16,1,51.3,41.0
1423,1994,32,younger,male,de,none,tertiary,54.0,5.0,1,tertiary,16.53,0,58,1,30.4,63.0
1424,1961,65,older,female,fr,none,compulsory,,2.0,0,vet,11.97,1,30,1,28.1,38.0
1425,1990,36,younger,male,de,none,compulsory,35.0,2.0,0,vet,12.24,1,23,1,53.3,37.0
1426,1978,48,middle,female,de,second_gen,upper_sec,62.0,4.0,0,vet,11.43,1,49,1,38.5,51.0
1427,1978,48,middle,female,de,first_gen,compulsory,22.0,1.0,1,compulsory,9.61,0,19,1,37.8,50.0
1428,1962,64,older,female,de,none,upper_sec,29.0,1.0,1,vet,12.9,0,34,1,41.8,48.0
1429,1996,30,younger,female,de,none,upper_sec,61.0,3.0,1,tertiary,17.29,0,57,1,53.2,68.0
1430,1989,37,younger,male,de,second_gen,tertiary,61.0,2.0,1,tertiary,17.04,0,49,1,41.5,54.0
1431,1990,36,younger,female,de,second_gen,tertiary,68.0,5.0,1,tertiary,17.28,2,62,1,37.9,75.0
1432,1976,50,middle,female,de,first_gen,tertiary,,4.0,1,tertiary,18.23,1,58,1,31.1,69.0
1433,1977,49,middle,male,fr,none,compulsory,19.0,1.0,0,tertiary,17.1,0,36,1,51.9,54.0
1434,1996,30,younger,female,de,none,upper_sec,25.0,1.0,1,vet,12.1,1,44,1,28.3,57.0
1435,1962,64,older,female,it,none,tertiary,41.0,5.0,0,tertiary,17.14,1,66,1,30.2,57.0
1436,1966,60,older,male,de,first_gen,compulsory,,2.0,0,compulsory,8.08,2,45,1,49.2,51.0
1437,1977,49,middle,male,de,none,compulsory,29.0,2.0,1,vet,11.86,1,42,1,40.9,38.0
1438,1963,63,older,female,it,first_gen,compulsory,43.0,1.0,1,compulsory,9.51,2,45,1,30.8,19.0
1439,1973,53,older,female,de,none,compulsory,20.0,3.0,1,vet,11.63,2,21,1,29.2,25.0
1440,1961,65,older,male,de,first_gen,tertiary,76.0,5.0,1,tertiary,17.76,0,55,1,40.1,62.0
1441,1961,65,older,female,it,none,tertiary,63.0,5.0,1,matura_hv,14.21,0,64,1,43.4,79.0
1442,1977,49,middle,male,fr,first_gen,compulsory,,3.0,0,vet,11.31,1,27,1,44.3,39.0
1443,1984,42,middle,female,de,none,compulsory,16.0,2.0,0,compulsory,8.26,2,29,1,32.7,36.0
1444,1978,48,middle,female,de,none,upper_sec,54.0,3.0,1,matura_hv,13.93,0,38,1,36.8,38.0
1445,1977,49,middle,male,it,first_gen,upper_sec,62.0,4.0,0,tertiary,17.85,0,72,1,39.5,89.0
1446,1973,53,older,female,de,none,compulsory,35.0,4.0,0,vet,11.57,0,40,1,50.5,41.0
1447,1987,39,younger,male,it,none,upper_sec,16.0,1.0,0,matura_hv,14.78,0,53,1,37.7,58.0
1448,1969,57,older,female,de,first_gen,compulsory,,2.0,0,compulsory,9.86,0,35,1,27.1,18.0
1449,1977,49,middle,female,de,none,upper_sec,,1.0,0,vet,12.18,0,16,1,43.5,40.0
1450,1986,40,younger,male,fr,second_gen,upper_sec,,4.0,0,tertiary,17.57,0,56,1,35.1,49.0
1451,1974,52,older,male,de,none,upper_sec,57.0,4.0,0,tertiary,16.59,2,48,1,45.3,62.0
1452,1965,61,older,male,de,none,tertiary,72.0,5.0,0,tertiary,17.96,2,61,1,42.0,76.0
1453,1965,61,older,female,de,second_gen,compulsory,27.0,1.0,0,vet,12.16,4,25,0,,
1454,1976,50,middle,male,it,none,compulsory,44.0,1.0,0,matura_hv,15.25,1,46,1,33.3,48.0
1455,1987,39,younger,female,de,none,upper_sec,54.0,3.0,0,tertiary,18.05,3,49,1,19.5,60.0
1456,1991,35,younger,female,fr,second_gen,upper_sec,63.0,1.0,0,vet,11.92,1,47,1,46.2,51.0
1457,1996,30,younger,female,fr,none,upper_sec,33.0,1.0,0,matura_hv,14.72,0,61,1,51.4,75.0
1458,1988,38,younger,female,de,none,tertiary,34.0,4.0,1,tertiary,17.86,0,48,1,38.7,44.0
1459,1989,37,younger,female,it,none,upper_sec,45.0,3.0,0,matura_hv,13.59,0,56,1,39.4,38.0
1460,1981,45,middle,female,de,none,compulsory,32.0,1.0,0,compulsory,9.84,1,19,1,38.3,27.0
1461,1971,55,older,male,fr,second_gen,compulsory,,1.0,1,compulsory,8.6,1,39,1,38.3,37.0
1462,1972,54,older,female,de,first_gen,upper_sec,49.0,4.0,0,matura_hv,14.1,2,60,1,19.2,28.0
1463,1978,48,middle,female,de,none,tertiary,57.0,4.0,1,tertiary,17.66,1,51,1,33.6,52.0
1464,1972,54,older,female,fr,none,upper_sec,36.0,,0,matura_hv,13.98,0,35,1,44.1,36.0
1465,1976,50,middle,male,de,second_gen,compulsory,26.0,,0,vet,11.91,1,30,1,37.2,30.0
1466,1962,64,older,female,de,none,compulsory,24.0,1.0,0,vet,12.58,2,42,1,26.4,47.0
1467,1984,42,middle,male,de,none,tertiary,73.0,5.0,1,tertiary,17.05,2,68,1,49.5,73.0
1468,1964,62,older,male,fr,none,compulsory,59.0,3.0,0,matura_hv,13.59,0,32,1,47.2,48.0
1469,1963,63,older,male,de,none,upper_sec,45.0,4.0,1,matura_hv,14.15,0,41,1,44.8,54.0
1470,1978,48,middle,female,fr,none,tertiary,76.0,3.0,1,tertiary,18.29,1,57,1,29.8,46.0
1471,1985,41,middle,female,de,second_gen,upper_sec,65.0,2.0,1,tertiary,18.18,0,53,1,40.9,62.0
1472,1961,65,older,female,de,second_gen,compulsory,27.0,1.0,0,vet,11.33,1,32,1,41.7,40.0
1473,1969,57,older,female,de,second_gen,tertiary,66.0,4.0,1,tertiary,17.08,0,50,1,44.1,55.0
1474,1986,40,younger,male,de,none,upper_sec,38.0,3.0,0,tertiary,16.57,0,52,0,,
1475,1996,30,younger,female,de,none,tertiary,,1.0,1,tertiary,17.65,0,48,1,26.7,58.0
1476,1987,39,younger,male,de,none,tertiary,60.0,1.0,0,tertiary,17.26,1,42,1,50.3,39.0
1477,1973,53,older,other,de,none,compulsory,23.0,1.0,1,compulsory,9.22,2,28,1,29.9,20.0
1478,1969,57,older,male,de,none,tertiary,90.0,5.0,1,tertiary,17.48,2,73,1,51.6,86.0
1479,1970,56,older,male,de,first_gen,upper_sec,41.0,3.0,1,vet,11.68,2,24,1,41.5,25.0
1480,1988,38,younger,female,de,none,upper_sec,32.0,2.0,1,compulsory,8.0,0,34,0,,
1481,1994,32,younger,female,de,none,tertiary,66.0,5.0,0,tertiary,17.29,3,50,1,36.3,72.0
1482,1978,48,middle,male,de,none,upper_sec,52.0,5.0,0,vet,11.02,2,30,1,48.7,54.0
1483,1967,59,older,female,de,none,compulsory,25.0,1.0,0,vet,11.21,4,57,1,13.4,39.0
1484,1993,33,younger,male,fr,none,upper_sec,38.0,4.0,1,vet,12.68,1,33,1,45.4,43.0
1485,1968,58,older,male,de,none,tertiary,56.0,5.0,1,tertiary,17.37,0,61,1,37.1,78.0
1486,1980,46,middle,female,de,none,tertiary,55.0,3.0,0,matura_hv,13.89,2,47,1,15.9,53.0
1487,1972,54,older,female,de,first_gen,upper_sec,41.0,3.0,0,vet,12.2,1,44,1,45.0,50.0
1488,1994,32,younger,male,fr,none,tertiary,42.0,2.0,1,tertiary,18.13,0,68,1,39.1,55.0
1489,1995,31,younger,female,de,none,tertiary,39.0,3.0,1,tertiary,18.26,0,57,1,48.5,40.0
1490,1985,41,middle,male,de,none,compulsory,16.0,1.0,1,vet,11.12,1,28,1,41.4,16.0
1491,1974,52,older,male,de,second_gen,upper_sec,32.0,4.0,1,vet,11.08,3,48,1,34.1,42.0
1492,1995,31,younger,female,fr,none,upper_sec,22.0,2.0,1,matura_hv,13.7,0,37,1,38.9,27.0
1493,1974,52,older,male,de,none,upper_sec,34.0,5.0,0,vet,11.43,3,34,1,30.4,31.0
1494,1986,40,younger,female,fr,none,tertiary,56.0,4.0,1,tertiary,17.4,1,71,1,41.2,63.0
1495,1987,39,younger,female,de,none,tertiary,63.0,5.0,1,vet,11.14,0,42,1,37.5,36.0
1496,1966,60,older,female,fr,none,compulsory,18.0,2.0,1,vet,11.38,0,36,1,35.9,27.0
1497,1970,56,older,male,fr,first_gen,upper_sec,,4.0,0,compulsory,9.39,2,35,1,46.1,25.0
1498,1988,38,younger,male,de,second_gen,tertiary,47.0,3.0,1,tertiary,16.8,0,41,1,35.1,52.0
1499,1984,42,middle,other,de,second_gen,upper_sec,28.0,2.0,1,vet,11.08,0,47,1,52.4,50.0
1500,1987,39,younger,male,de,none,upper_sec,38.0,3.0,0,tertiary,17.88,0,34,1,54.5,55.0
1501,1989,37,younger,male,de,none,upper_sec,52.0,2.0,0,matura_hv,15.29,1,52,0,,
1502,1988,38,younger,male,de,none,upper_sec,50.0,4.0,0,tertiary,16.8,1,48,1,42.3,87.0
1503,1984,42,middle,male,de,none,upper_sec,54.0,2.0,0,vet,11.22,1,25,1,48.4,31.0
